Title,URL,Publication_Date,Content
Zenith Steel Company to Invest over 150 Million USD in Ethiopia’s Industrial Park,https://www.waltainfo.com/zenith-steel-company-to-invest-over-150-million-usd-in-ethiopias-industrial-park/,,"Addis Ababa, April 24, 2024(Addis Walta) Zenith Steel Company, which is known for producing high-quality steel and electrical equipment in China, has expressed its desire to enter and invest in Bole Lemi Industrial Park, Ethiopia. The Ethiopian Industrial Parks Development Corporation (IPDC) CEO Aklilu Tadese, received and spoke with the General Manager of the company Liwon Donga, and officials. The largest number of foreign investors in the industrial parks managed by the corporation are Chinese, the CEO said. For this reason, he mentioned that the corporation has also opened a Chinese investment desk. Officials of the company explained the investment plan, current activities of the company, and the work they plan to do in the first phase. Zenith Steel Company, which is based in Changzhou Province, China set a plan to acquire 30 hectares of leased land in the Bole Lemi Industrial Park and invest more than 150 million US dollars. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
State Minister Encourages Norwegian Companies to Consider Investing in Ethiopia,https://www.waltainfo.com/state-minister-encourages-norwegian-companies-to-consider-investing-in-ethiopia/,,"Addis Ababa, April 18, 2024(Addis Walta) State Minister of Foreign Affairs Ambassador Mesganu Arga met with Stain Christensen, Ambassador of Norway to Ethiopia, to discuss ways to enhance bilateral cooperation between the two countries, at his office today. Both officials emphasized the importance of strengthening ties in areas such as official development cooperation, peacebuilding initiatives, climate change issues, and water resource management. State Minister Ambassador Mesganu encouraged Norwegian companies to consider investing in Ethiopia, further boosting economic relations between the two nations. Ambassador Stain Christensen reassured Norway’s commitment to work with Ethiopia in addressing climate change issues. He expressed Norway’s willingness to deepen cooperation with Ethiopia and explore new avenues for partnership. The two officials exchanged views on a range of bilateral, regional, and global issues, reaffirming their mutual dedication to fostering stronger diplomatic relations. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Murray Announces Paris Olympics will be his Final Tournament,https://www.waltainfo.com/murray-announces-paris-olympics-will-be-his-final-tournament/,,"Addis Ababa, July 23, 2024 (Addis Walta) The two times Olympic tennis gold medalist, Andy Murray, announced on Tuesday that his participation at the Paris Games will be the final competition of his career before retirement. The Scottish man won gold medals in London 2012 beating Roger Federer in the final and successfully defended his title in Rio Olympic in 2016. “Arrived in Paris for my last ever tennis tournament at Olympics,” Murray wrote on his X handle. The 37 years old Scot has been through various injuries and underwent surgeries over the years. Tennis was played as Olympic sport between 1896 and 1924. After 60 years of absence it returned as an official Olympic game in 1988. The competition at Paris Olympics begins on July 27 and Murray, who made his Olympic debut in Beijing 2008, will play in both singles and doubles in his fifth and final Games, per Reuters. Since turning professional in 2005, Murray has since amassed 46 singles titles, including three Grand Slams, 14 Masters 1000 titles and two Olympic Gold medals. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Leaders of World’s Biggest Polluters Aren’t Attending UN Climate Summit,https://www.waltainfo.com/leaders-of-worlds-biggest-polluters-arent-attending-un-climate-summit/,," Addis Ababa, November 13, 2024 (Addis Walta) World’s biggest polluters which release 70% of heat-trapping gases emitted last year are not sending their leaders to UN Climate conference at Baku, Azerbaijan. America, China, India and Indonesia and nine other countries are not sending their number ones at the climate conference converged at Baku to Belarusian President Alexander Lukashenko speaking at the summit said “The people who are responsible for this are absent. There’s nothing to be proud about.” United Nations Secretary-General Antonio Guterres called out the world leaders who did show up that the planet is seeing “a master class in climate destruction” in a year virtually certain to be hottest on record, per Los Angeles Times. However, the Secretary General seems hopeful about the future in terms of clean energy. He said in a veiled reference to Donald Trump’s reelection in the United States that the “clean energy revolution is here. No group, no business, no government can stop it.” Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Ethiopian FM Calls for Enhanced Multilateralism to Back Poverty Eradication Efforts,https://www.waltainfo.com/ethiopian-fm-calls-for-enhanced-multilateralism-to-back-poverty-eradication-efforts/,,"Addis Ababa, September 23, 2024 (Addis Walta) Ethiopian Foreign Minister, Ambassador Taye Atske-Selassie called for enhanced multilateralism to support the effort to eradicate poverty. Ethiopian delegation led by the foreign minister is taking part in the UN Summit of the Future held in New York. The Summit calls for scaled up cooperation and multilateralism by adopting three negotiated documents: Pact for the Future, Declaration on Future Generations and Global Digital Compact. In delivering a speech at the Summit under the banner “Enhancing multilateralism for international peace and security,” Ambassador Taye has emphasized the need to shift from rivalry to cooperation, enhance tolerance for policy differences, and build bridges to attain the most basic global development agenda.  Ambassador Taye added that the UN must be at the center of effective multilateralism by overcoming the influences coming from selective national interests. The Foreign Minister also underscored the need for better prioritization, enhanced solidarity, and political commitment in the UN to assist nations in their efforts to eradicate poverty within their policy choice. He further called for the respect for the fundamental principles of the UN charter. He stated that no rule, regional grouping, or alliance should be allowed to undermine the principles of sovereignty and sovereign equality, non-interference in the internal affairs of states, the prohibition of the threat or the use of force, and peaceful resolution of disputes, per MFA of Ethiopia. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
PEPFAR Announces $111M to Support Ethiopia’s Response to End HIV/AIDS,https://www.waltainfo.com/pepfar-announces-111m-to-support-ethiopias-response-to-end-hiv-aids/,,"Addis Ababa, March 19, 2024(Addis Walta) The U.S. President’s Emergency Plan for AIDS Relief (PEPFAR) program has approved the $111 million (over 6 billion Birr) Country Operational Plan 2023 (COP23) to support Ethiopia’s efforts to end HIV/AIDS as a public health threat by 2030. Ambassador Dr. John N. Nkengasong, U.S. Global AIDS Coordinator and Senior Bureau Official for Global Health Security and Diplomacy for Health Diplomacy, announced the approval. The U.S. Embassy in Addis Ababa confirmed this news today. Ethiopia’s Minister of Health, Dr. Mekdes Daba, and U.S. Ambassador to Ethiopia, Ervin J. Massinga, attended the virtual event and gave their remarks. The COP23 Year 2 plan represents an ongoing partnership between the Ministry of Health and PEPFAR to support the needs of people living with HIV in Ethiopia. With the announcement of the approval, this partnership will continue and ensure that Ethiopia is on track to achieve epidemic control by 2030. The plan, created in collaboration with the Ministry of Health and various stakeholders, aims to close gaps in HIV prevention, care, and treatment for key populations and address geographic disparities. The plan will prioritize improving HIV services in conflict-affected areas, enhancing case-finding strategies, and reaching vulnerable populations such as children, adolescents, and gender-based violence survivors. PEPFAR has invested approximately $3 billion (over 162 billion Birr) in Ethiopia over the past 21 years to support the HIV/AIDS response. PEPFAR’s investments have strengthened the health system through workforce development, improved infrastructure to support HIV services, and supported the establishment of referral laboratories and a national health information system to address HIV. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
"USAID Launches 5-Year, $8M Tuberculosis Flagship Project",https://www.waltainfo.com/usaid-launches-5-year-8m-tuberculosis-flagship-project/,,"Addis Ababa, June 12, 2024(Addis Walta) The United States government, through the United States Agency for International Development (USAID Ethiopia), launched a five-year, $8 million (450 million Birr) flagship project to control and prevent Tuberculosis (TB) and Drug-Resistant Tuberculosis (DR-TB). The project will be implemented in selected urban regions of Ethiopia, including Addis Ababa, Dire Dawa, Shaggar City in the Oromia region, and Harari National Regional State. Dr. Dereje Duguma, Ethiopia’s State Minister of Health, together with Karen Koprince, Acting USAID/Ethiopia Health Office Director, and Artist Alemayehu Tadesse, Goodwill Ambassador for the project, launched the project in the Mekedonia Shelter for the Elderly, who are said to be beneficiaries of this project. According to the U.S Embassy, the project will provide comprehensive support to the people and Government of Ethiopia to achieve the United Nations High-Level declaration targets of ending TB by 2030 by detecting at least 95 percent of TB and DR-TB cases, successfully treating 95 percent of detected TB and DR-TB patients, preventing TB infection and progression to TB disease, and building a resilient urban TB system. It will focus on three key areas: expanding TB and DR-TB case identification and treatment; prioritizing people-centered care; and exploring innovative methods to combat TB. “2024 marks an important milestone in the relationship between the people of the United States and the people of Ethiopia. The two countries established formal diplomatic ties 120 years ago, and 60 years later, USAID was established in Ethiopia.  We have been here since then, partnering together to make Ethiopia strong. We are committed to Ethiopia’s efforts to end TB,” said Karen Koprince, USAID/Ethiopia Acting Health Office Director. The project will be implemented by a local organization REACH Ethiopia, with two other local organizations, Organic Health Services and Yeshama Birhan as part of USAID’s localization strategy. USAID aims to reach nearly six million people with comprehensive TB services. The project will focus on vulnerable populations including the elderly, those with diabetes, HIV, and those in facilities like prisons, shelters, underserved urban areas, and industrial parks. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Exclusive Interview with Taye Denda – Part 2,https://www.waltainfo.com/exclusive-interview-with-taye-denda-part-2/,,"Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
ASTEWLOT Film Inaugurated in Presence of PM Abiy Ahmed,https://www.waltainfo.com/astewlot-film-inaugurated-in-presence-of-pm-abiy-ahmed/,,"Addis Ababa, April 17, 2024 (Addis Walta) ASTEWLOT, a film produced by the Ethiopian Artificial Intelligence Institute (EAII), inaugurated in the presence of Prime Minister Abiy Ahmed. Director General of the Institute, Engineer Worku Gachena highlighted the importance of Artificial Intelligence (AI) for future betterment of the world. The Director General hailed Prime Minister Abiy for his immense contribution for the development of the sector citing the establishment of the institute and the encouraging achievements so far registered in the sector. He said currently the institute is engaged in various activities vital for the advancement of the country stressing the need to intensify efforts to further strengthen the sector. ASTEWLOT is a scientific film based on a true story, according to ENA report. The film is produced by the institute in collaboration with Sewugna Films Production Company. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
President Kim Il Sung and Nation Building,https://www.waltainfo.com/president-kim-il-sung-and-nation-building/,," President Kim Il Sung (1912-1994) was the founder of the Democratic People’s Republic of Korea. Having embarked on the road of revolution in his teens with an ambition to win back his lost country, the President liberated Korea on August 15, 1945 by leading to victory the 15-year-long fierce armed struggle against the formidable Japanese imperialists, with neither state backing nor support from a regular army. The struggle was unprecedented in the history of the world’s national liberation struggle. As a result, broad prospects for building an independent, sovereign state were opened for the country. In the international political arena around that time, Ame-style “democracy” and Soviet-style democracy were regarded as the political mainstream. However, Kim Il Sung did not follow the mainstream. In the past the Korean people had been subjected to maltreatment and exploitation with no freedom and rights for a long time under the feudal system and the colonial rule by the Japanese imperialists. We should not follow the political trend, divorced from the people’s interest and demands. The present stage of the Korean revolution is an anti-imperialist, anti-feudal democratic revolution. We must adopt progressive democracy, which is neither Soviet-style democracy nor Ame-style “democracy,” but instead suitable to the specific conditions of Korea. Only after taking the road to progressive democracy will we be able to bring our people genuine freedom and happiness and achieve full independence and sovereignty for the country by closely uniting wide sections of patriotic and democratic forces. This was his stand on building a country. Based on the experience he had gained while building a people’s revolutionary government, which championed the people’s rights and freedom, in the guerrilla bases during the anti-Japanese armed struggle, Kim Il Sung advanced the line of nation building suited to the actual conditions of Korea and wisely led the struggle to realize it. Under his leadership the law on the agrarian reform, labour law, law on sex equality and law on the nationalization of major industries were proclaimed and other democratic reforms were enforced. And a solid foundation for building a nation was laid through democratic elections. He firmly rallied the broad sections of people from all walks of life—workers, peasants and intellectuals—and encouraged them to turn out as one in the effort to build a new Korea. As a result, the DPRK, the first people’s democratic state in the East, was founded on September 9, 1948. Kim Il Sung was elected head of state and premier of the Cabinet according to the unanimous will of all the Korean people. At a mass rally of Pyongyang citizens held to celebrate the establishment of the DPRK government, he said: From now on, as a full-fledged nation with a government of their own our people will always be protected by this government and have dignity, rights and honour as citizens of the DPRK. The founding of the democratic, independent and sovereign state by Kim Il Sung made it possible for the DPRK to develop into a socialist state centred on the masses of the people, a powerful nation independent in politics, self-supporting in the economy and self-reliant in national defence.  The content of this article does not represent the opinions and perspectives of Addis Walta. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
The First Round Digital Financial Literacy Campaign Kicks Off in Addis,https://www.waltainfo.com/the-first-round-digital-financial-literacy-campaign-kicks-off-in-addis/,,"Addis Ababa, June 12, 2024(Addis Walta) The Ministry of Innovation and Technology has launched the first round of a digital financial literacy campaign in collaboration with the National Bank, the Commercial Bank, the Development Bank of Ethiopia, Ethio Telecom, and the European Union. The campaign aims to raise awareness about digital finance in educational institutions nationwide. During the opening speech, Minister of State for Innovation and Technology Yishru Alemayheu (P.H.D) emphasized the importance of teaching students to implement digital finance and making it accessible to all sections of society. The campaign is scheduled from June 13 to 15, 2024, and will target students in 36 educational institutions ranging from primary level to college. The Minister of State highlighted that a year and a half of research has been conducted in preparation for the implementation of this campaign. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Ethiopia’s Water Resources as Pillar of Development,https://www.waltainfo.com/ethiopias-water-resources-as-pillar-of-development/,," Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Ethiopia Condemns Terrorist Attack in Pakistan,https://www.waltainfo.com/ethiopia-condemns-terrorist-attack-in-pakistan/,,"Addis Ababa, September 23, 2024 (Addis Walta) Ethiopia condemns the terrorist attack in the Khyber Pakhtunkhwa region of Pakistan. The attack targeted the several envoys of diplomatic convoy including the Ethiopian Ambassador to Pakistan, according to the MFA of Ethiopia. Ethiopia expressed it condolences to the family of the deceased security personnel, who was on duty escorting the diplomats, and to the people and Government of Pakistan. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
What if We Don’t Want to Get Married? – Mama Africa,https://www.waltainfo.com/what-if-we-dont-want-to-get-married-mama-africa/,,"Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Artists and Applause,https://www.waltainfo.com/artists-and-applause/,,"    Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
WHO Lauds Introduction of Yellow Fever Vaccine into Ethiopia’s Routine Immunization,https://www.waltainfo.com/who-lauds-introduction-of-yellow-fever-vaccine-into-ethiopias-routine-immunization/,,"Addis Ababa, March 18, 2024 (Addis Walta) The World Health Organization (WHO) has lauded the recent decision by Ethiopia to approve the life-saving yellow fever vaccine into the country’s routine immunization program. This decision is a major part of Ethiopia’s efforts to implement the Eliminate Yellow Fever Epidemics strategy that aims to protect almost one billion people against this deadly disease worldwide and eliminate its epidemics by the end of 2026, the WHO said in a statement. Nonhlanhla Dlamini, acting representative of the WHO Ethiopia, said the approval to introduce the yellow fever vaccine in Ethiopia is a significant breakthrough to ensure the availability of vaccines for the people of the country and protect populations at risk. “The WHO is coordinating the effort and supporting the government by engaging multidisciplinary partners to extend their support with the resources required for smooth integration of yellow fever vaccine into their routine immunization schedule,” said Dlamini. This year, the Eliminate Yellow Fever Epidemics (EYE) strategy will host its 7th Annual Partners’ Meeting in Addis Ababa from 19 to 21 March and provides an opportunity for Ethiopia to gain insights from countries that have already introduced yellow fever vaccine into their routine immunization schedules, and that have conducted preventive vaccination campaigns, ENA reported. State Minister of Health Dereje Duguma said “Hosting this EYE Partners’ meeting immediately after the country’s significant decision allows us to learn from the experiences of other countries and seek support from EYE partners to implement the EYE Strategy within our nation effectively.” Yellow fever is a viral disease transmitted between humans by the bites of mosquitoes, according to the WHO. There is no specific treatment for yellow fever, which has a case fatality rate as high as 31 percent to 47 percent for those who develop severe forms of the disease. A single dose of yellow fever vaccine provides life-long protection, WHO noted. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
"Russia, Sao Tome & Principe Sign Military Cooperation Agreement",https://www.waltainfo.com/russia-sao-tome-principe-sign-military-cooperation-agreement/,,"Addis Ababa, May 7, 2024(Addis Walta) The governments of Russia and the Democratic Republic of Sao Tome and Principe have signed an agreement on military cooperation. The agreement states that the two sides have agreed to cooperate in the following areas: joint training of troops, recruitment of armed forces, use of weapons and military equipment, logistics, exchange of experience and information in the framework of countering the ideology of extremism and international terrorism, education and training of personnel. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Desta the Robot Makes Debut at Startup Ethiopia Exhibition,https://www.waltainfo.com/desta-the-robot-makes-debut-at-startup-ethiopia-exhibition/,,"Addis Ababa, April 11, 2024(Addis Walta) Ethiopian Artificial Intelligence Institute (EAII) and iCog Labs, in collaboration with other institutions, unveiled a robot named ‘Desta the Robot’ at the Startup Ethiopia Exhibition, which was held at the Science Museum in Addis Ababa. Children, youth, and various sections of society are visiting the startup exhibition to explore the showcased projects, including Desta the Robot, at the National Science Museum. During the launching of the exhibition on April 8th, Minister of State for Finance, Eyob Tekalign, affirmed Ethiopia’s commitment to advancing artificial intelligence technology. He highlighted that the Ethiopian Artificial Intelligence Institute has integrated Amharic language programming into Desta the Robot. Eyob emphasized Ethiopia’s aspiration to attain the same level of advancement in artificial intelligence as the rest of the world. Desta the Robot is anticipated to showcase its abilities at a jazz event featuring the acclaimed Ethiopian artist Mulatu Astaseke on April 11. There are indications that Desta the Robot, with other robotic creations from EAII, will be exhibited at the Institute starting next Friday, offering a glimpse into the cutting-edge advancements in AI technology emerging from Ethiopia. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Spain Crowned as Euro 2024 Champions,https://www.waltainfo.com/spain-crowned-as-euro-2024-champions/,," Addis Ababa, July 15, 2024 (Addis Walta) Spain is crowned Champions of the Euro 2024 cup beating England 2 -1 at normal time. Spain with young talents dominated the game both first and second half. While England lost Euro final back-to-back, Spain picked up its 4th trophy of the tournament.  Lamine Yamal, who just turned 17 yesterday, has deservedly won the best young player of Euro 2024 with one stunning goal against France in the semifinal and four assist. The 28 years old Spanish midfielder, Rodri is selected best player of the tournament while the England goalkeeper, Jordan Pickford crowned as best goalkeeper of UEFA EURO 2024 . Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Exclusive Interview with Former Peace Minister Muferihat Kamil,https://www.waltainfo.com/exclusive-interview-with-former-peace-minister-muferihat-kamil/,,"Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Zambia Jails 22 Chinese Nationals for Cybercrime,https://www.waltainfo.com/zambia-jails-22-chinese-nationals-for-cybercrime/,," Addis Ababa, June 8, 2024 (Addis Walta) Zambian jailed 22 Chinese nationals yesterday over cybercrime. The court in Zambian capital, Lusaka, sentenced them for 7 to 11 years in jail for internet fraud and online scams targeting Zambians and people from Singapore, Peru and UAE. In addition, they were fined between 1,500 to 3,000 USD after they pleaded guilty to charges of computer-related misrepresentation, identity fraud and illegally operating a network or service, according to Africanews report.  A Cameroonian man is also sent to jail by the court for similar crime. Last April, 77 people, most of them were Zambian citizens, were arrested by police over “sophisticated internet fraud syndicate”. Zambian authorities managed to recover over 13,000 local and foreign mobile phone SIM cards, two firearms and 78 rounds of ammunition during the raid. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
EPL Announces 2024/25 Fixtures,https://www.waltainfo.com/epl-announces-2024-25-fixtures/,," Addis Ababa, June 18, 2024 (Addis Walta) The English Premier League (EPL) announced the fixture for 2024/25 season. Manchester United takes on Fulham on August 16, 2024 at league’s opening match of the season. On Saturday August 17, six matches will be played while on Sunday Brentford vs Crystal Place and Chelsea hosts the reigning champions, Manchester City at Stanford Bridge. On Monday August 19, the recently promoted Leister City takes on Spurs, per EPL. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Swiss Court Sentences ex-Gambian Minister 20 Years,https://www.waltainfo.com/swiss-court-sentences-ex-gambian-minister-20-years/,,"  Addis Ababa, May 15, 2024 (Addis Walta) A Swiss Federal Criminal Court found former Gambian Interior Minister, Ousman Sonko, guilty of crimes against humanity. The court found the former interior minister guilty of intentional homicide, torture and false imprisonment while serving between 2006 and 2016 under former Gambian President, Yahya Jammeh. Swiss prosecutors had accused Sonko of supporting, participating in and failing to stop attacks against political opponents in the country. The charges included nine counts of crimes against humanity. The former minister applied asylum in Switzerland in November 2016 and was arrested two weeks later. The Rights Group welcomed the court’s ruling against the 55-years old Sonko which is in line with universal jurisdiction which allows countries crimes against humanity, war crimes and genocide regardless of where they were committed. Under the universal jurisdiction principle, Switzerland has the right to put individuals on trial who committed series crimes against humanity. Ousman Sonko is the second man tried in Switzerland after Alieu Kosiah, a Liberian figure who was handed a 20-year term in June 2021 for mass killings and other crimes perpetrated in the Liberian civil wars, according to Aljazera. Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
Respected Comrade Kim Jong Un Takes Important Measures for Rehabilitation in Flood-hit Areas,https://www.waltainfo.com/respected-comrade-kim-jong-un-takes-important-measures-for-rehabilitation-in-flood-hit-areas/,," Addis Ababa, August 10, 2024 (Addis Walta) The sacred leadership of the great father, who with warm love and ennobling spirit of making devoted service for the people as his natural character, continues the long journey of devoted service for their wellbeing while dedicating his tireless thinking and efforts to the sake of the people all the time, has touched the flood-stricken people again, redoubling their confidence in and optimism about the future. Kim Jong Un , general secretary of the Workers’ Party of Korea and president of the State Affairs of the Democratic People’s Republic of Korea, visited the flood-hit area in Uiju County of North Phyongan Province again on August 8 and 9 and took important measures for rehabilitation. He, who pioneered an honorable campaign for providing the homeless people in the disaster-stricken areas with fine homes as soon as possible, visited again the flood victims of Uiju County on August 8. On a hillock near a bank of the River Amnok overlooking the inundated island of Uiju County, he learned in detail about the specific conditions of the flooded area whose configuration begins to surface, and gave important instructions for rehabilitation. He stressed the need to expand and propel the rehabilitation in a forward-looking and development-oriented way from the viewpoint that the rehabilitation is not only an undertaking for eradicating the aftermath of natural disaster but also a crucial issue of implementing the Party’s far-reaching regional development programme. Calling for decisively raising the water-passage capacity in order to tackle the chronic vulnerability of the area that turns into a “reservoir” in downpour, he instructed the hydraulic engineering and designing sectors to take practical measures after jointly examining in a scientific way the current state of a river bank and the flood-prevention capacity of Uiju County which is bound to suffer flood damage due to the growing water level of the River Amnok. Saying that a radical change should be made in building a highly-civilized and fashionable residential district as good as the ones in city, occasioned by the construction of new dwelling houses in Uiju County, he called for building an ideal “rural cultural city,” where all amenities related to urban management, ranging from the supply of electricity and drinking water to sewage disposal, are perfectly provided. Then, he visited tents being used by flood victims as temporary dwellings and warmly consoled them. The flood victims, unexpectedly seeing Kim Jong Un who visited their quarters in sweltering weather, broke into cheers of “Hurrah!” in tears of great excitement. Sitting knee to knee with flood victims, Kim Jong Un took meticulous care of their living, warmly asking them whether they had something inconvenient, how their meals were provided and if there were any ill persons. Telling them that it would be so hard for them to live away from home, he called on them to endure such pain a little more until the day when a paradise will be built on the ruins left by the natural disaster to provide them with a better life. He thanked them for invariably believing in our Party, saying rehabilitation doesn’t matter as there exists such deep trust. Feeding children with confectionary he personally brought and putting lovely clothes on them, he said that seeing children he felt really encouraged and more deeply awakened to the sense of the duty he assumed to make the country stronger for the rising generations. He met flood victims of Uiju County again on August 9 to clarify our Party and government’s stand related to rehabilitation, take crucial measures and console them. He made sure that aid materials prepared by the Party Central Committee for the flood victims of Sinuiju City and Uiju County were conveyed to them by his private train. He also authorized the members of the Political Bureau of the Party Central Committee to convey the aid materials to the flood victims in Jagang and Ryanggang provinces on the spot. Cadres of the Party Central Committee handed over the aid materials to the flood victims. Kim Jong Un showed warm parental care for children, warmly hugging them in new clothes, caressing their hair and talking with them in whispers. He made a consolatory speech before the flood victims. Noting that he came again to acquaint himself in more detail about their living conditions on the spot, reassign a series of tasks related to the recovery work and take crucial state measures helpful to the victims in addition, he said that he felt much relieved and greatly encouraged to see all of them living in good health without any inconvenience. The most urgent issue, arising in the period of two or three months until the housing construction is completed and their living stabilized, is the one of life and education of children and students, he said, adding that childcare, edification and education are the primary state affairs never to be given up in any emergency situation. He announced such an important measure as putting into operation an emergency system to bring all the children and students in the families of flood victims in North Phyongan, Jagang and Ryanggang provinces to Pyongyang to take educational care of them in a secure and convenient environment at the expenses of the state and in its direct charge until the rehabilitation finishes, and rendering state-backed protection and care to the old and sick persons, honoured disabled soldiers and baby mums after bringing them to Pyongyang. He said that he leaves everything to individual intentions and decisions of the flood victims for there may be different personal problems but the above-said measure is to be taken as a top priority of the state so the Party and the government will take full charge and care of the health and life of the flood victims who will come to Pyongyang in the sincerest manner and do their best to that end. Expressing thanks to various foreign countries and international organizations for their offer of humanitarian support, he said what we regard as the best in all realms and processes of state affairs is the firm trust in the people and the way of tackling problems thoroughly based on self-reliance. Our Party Central Committee and government will depend entirely on the patriotic enthusiasm and courage of our people and the potentialities of our country in the ongoing rehabilitation, too, he added. Referring to the fact that the DPRK has taken sure advantage in the ongoing rehabilitation by dint of nationwide concentration and all-people mobilization, he solemnly declared that our Party and government will readily brave any challenges to accomplish without fail the tasks of the times, the historic tasks which they decided and shouldered of their own accord for our great people and future, and surely live up to the people’s trust with faithful service and good results. The undying story, in which Kim Jong Un visited the flood-stricken people again to console and encourage them and take important state measures repeatedly for stabilizing their living and successfully carrying out the rehabilitation, will be recorded in history as another legendary tale about his paternal love for the people to be etched in the great father’s journey of devoted service, and as a significant event that adds vitality to the drive of the people all out in response to the Party’s call, proving once again that the programme and policies of the WPK and the DPRK government are based on the people-first doctrine. -0-   Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
House Approves State of Emergency,https://www.waltainfo.com/house-approves-state-of-emergency/,,"Walta Media and Communication Corporate S.C. (WMCC) is a broadcast media company based in Addis Ababa, the political capital of Africa. The company which owns TV and Radio Stations aspires to become a pan African media company currently disseminating information in local and international languages."
